body|category|title|url
"

La fracción parlamentaria de Morena presentó la semana pasada, una iniciativa orientada a desaparecer 44 fideicomisos públicos y modificar el funcionamiento de otros cuatro. El objetivo planteado es, por un lado, contar con mayores recursos para afrontar la crisis económica, política y social derivada de la pandemia Covid-19. Por el otro, eliminar una supuesta fuente de corrupción.

Los fideicomisos públicos han estado bajo la mira de la actual administración. Son la bruja que hay que quemar. La Ley Federal de Austeridad Republicana publicada en noviembre de 2019, mandató un análisis sobre la eficacia y eficiencia de los fideicomisos para poder hacer una purga y elaborar el presupuesto de 2021.

Sin contar aún con datos públicos sobre este análisis, a principios de abril, un decreto presidencial volvió a colocarles la letra escarlata. En teoría se salvaron los que probaron su existencia por mandato de ley y los que cumplen con obligaciones laborales. Sin embargo, a la fecha no se sabe qué fideicomisos están en la lista negra, cuáles habrán de extinguirse, cuáles serán los procedimientos y de qué montos estamos hablando.

La última iniciativa vuelve a la carga y considera, además, reformar 14 leyes. En una misma canasta se coloca a fideicomisos que promueven la cultura, el deporte, la ciencia y la tecnología; a los mecanismos de protección a periodistas y defensores de derechos humanos; al sector agropecuario; a los migrantes y a los recursos que se requieren para enfrentar desastres naturales. Se propone su extinción sin considerar los efectos y derechos que serían vulnerados.

Según un estudio del Inai, al cuarto trimestre de 2019, existían 384 fideicomisos y fondos públicos que están sujetos a mecanismos de control, transparencia y fiscalización. Nada de esta información pública es incluida en la propuesta y sí en cambio, supuestos que parten del prejuicio y de supuestos normativos obsoletos.

Los fideicomisos públicos no son malos en sí mismos. Cuando cumplen con la normatividad vigente, son instrumentos que permiten generar, maximizar y vigilar el destino de recursos públicos y privados a través de comités técnicos que los gestionan.

En el caso de los Centros Públicos de Investigación los fideicomisos otorgan flexibilidad para operar fondos dedicados al conocimiento y a la ciencia. El patrimonio de los mismos no proviene de recursos públicos sino de aportaciones de fundaciones, organizaciones y proyectos que fomentan la formación y el saber. Ayudan a salvaguardar la autonomía y libertad que se requiere en cualquier centro que genera ideas.

Eliminarlos sin conocer las razones y los fines para los cuales fueron creados no ayuda a combatir la corrupción. En cambio fomenta la opacidad, diluye la responsabilidad pública y limita cualquier ejercicio de rendición de cuentas.

El gremio cinematográfico fue el primero en reaccionar ante la iniciativa de Morena. Por el momento se decidió posponer la discusión y abrir un proceso de Parlamento Abierto que corre el riesgo de servir para legitimar una decisión ya tomada.

Como si esto no bastara, la Secretaría de Hacienda y Crédito Público instruyó la reducción del 75 por ciento del gasto operativo de toda la administración pública federal lo cual impacta la labor de todos los Centros Públicos de Investigación.

Con menos glamour del que puede otorgar la fama de un Oscar, la comunidad científica ha alertado sobre los efectos desastrosos de las medidas para el futuro de la investigación. Justo cuando requerimos innovación, talento y políticas públicas basadas en evidencia, se da un machetazo a la ciencia.
 Coordinadora de la Red por la Rendición de Cuentas
"|"
OPINIÓN
//
Lourdes Morales Canales
//

"|Machetazo a la ciencia|https://www.eluniversal.com.mx/opinion/lourdes-morales-canales/machetazo-la-ciencia
"
En esta época de confinamiento, a nivel mundial se han captado en video diversos fenómenos naturales poco comunes. Desde avistamientos de animales que raras veces se dejan ver por los humanos, hasta playas bioluminiscentes y vistas panorámicas desde las ciudades por la disminución de contaminación. Esta semana fue el turno de Oaxaca. 
Se volvieron virales los videos tomados por grupos de pescadores en la costa de Huatulco, quienes encontraron grandes grupos de delfines nadando libremente en el mar. Prácticamente, “apoderándose” del sitio. 
Lee también: Captan en video un oso grizzly blanco por primera vez
Si bien no es raro ver delfines en la costa de Oaxaca, lo especial es encontrarlos en estas cantidades. Cabe mencionar que recientemente hay menor actividad comercial y turística. 
Aquí puedes ver unos de los videos, dado a conocer por el medio local Acierta Oaxaca y retomado en Twitter por Webcams de México. 

RT @AciertaOaxaca:
 Pescadores de #PuertoEscondido captaron un grupo de delfines que disfrutaban de las aguas costeñas.#Oaxaca
 Créditos: David Moncada pic.twitter.com/Ale4vDLXu0
 — Webcams de México (@webcamsdemexico) May 27, 2020


Como si se tratara de una película, en el video se distinguen delfines a donde sea que los pescadores volteen. Nadan a toda velocidad y saltan con el atardecer de fondo, haciendo un gran estruendo en las olas. 
¿Qué piensas de que se produzcan estos fenómenos en México?
Lee también: Águila cola blanca es vista en Inglaterra por primera vez en 240 años
 
"|"INICIO // Destinos // Delfines se ""apoderan"" de la costa en Huatulco"|"Delfines se ""apoderan"" de la costa en Huatulco"|https://www.eluniversal.com.mx/destinos/captan-en-video-delfines-apoderandose-de-la-costa-en-oaxaca
"
Eiza González publicó en sus stories de Instagram una selfie donde aparece disfrutando de las playas de California ataviada sólo con un bikini gris. 

La actriz mexicana acudió a sus redes sociales para presumir su estilizada figura cubierta con el top de un bañador gris, combinado con detalles dorados. 



Foto: Instagram @eizagonzalez

En la fotografía, González de 30 años luce dos llamativos collares, su cabellera peinada en rozados mechones sobre su frente y hombros. 

Su belleza se muestra destacada por labial rojo, además de destellos dorados sobre sus pómulos y una base uniforme con el resto de su piel bronceada. 

Esta imagen es de las pocas que ha publicado sobre sus actividades durante la cuarentena por coronavirus, lapso de tiempo que vivió en su casa de Los Ángeles junto a su madre, Glenda Reyna. 

En las últimas semanas se ha mantenido a bajo perfil, tanto en redes sociales, como públicamente. 

Visita 






¿Reconciliación? Captan a Irina Shayk en la casa de Bradley Cooper


La modelo pasó más de cuatro horas dentro del departamento de su expareja en la ciudad de Nueva York 




Recientemente fue captada por los paparazzis destilando el glamour y la belleza que la caracteriza con un look deportivo al salir de una cafetería de Los Ángeles. 

La estrella mexicana fue vista desfilando por las aceras con un conjunto negro, compuesto por leggings, una camisa de manga corta y un par de zapatillas Converse. 

Otros paseos que disfrutó durante este periodo fue para ver el espectáculo bioluminiscente de la costa de California y para visitar a una amiga en la zona de Los Feliz. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Eiza (@eizagonzalez) el 21 de May de 2020 a las 11:08 PDT




Antes de que el coronavirus afecta severamente a Estados Unidos, la actriz se estaba preparando para el lanzamiento de diversos proyectos cinematográficos, entre ellos, el lanzamiento mundial de Bloodshot a lado de Vin Diesel y el estreno de Godzilla vs. Kong. 

De acuerdo con reportes, la premiere de esta última película fue aplazada del 13 de marzo al 20 de noviembre. Lo mismo sucedió con una serie de películas de Hollywood. 

Por ahora se encuentra esperando para los estrenos de sus cintas Cut Throat City y I Care A Lot. 

Mira las mejores fotos de Eiza en nuestra galería. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Eiza (@eizagonzalez) el 8 de May de 2020 a las 6:50 PDT




Lee 






Demi Rose deslumbra con 'bikini body' frente a la playa 


La modelo británica compartió las fotografías de su sesión con Danny De Santos 




MA

No te pierdas de las últimas noticias de Vive Usa en Google News,  síguenos aquí
"|||https://www.viveusa.mx/showbiz/eiza-gonzalez-deslumbra-con-selfie-en-bikini-gris
"Desde su primer día de grabación, el programa “Enamorándonos” causó gran polémica por reunir a un grupo de desconocidos para que encontraran el “verdadero amor” mediante “divertidas dinámicas”.
Conducido por Carmen Muñoz y Adrián Cue, el proyecto se vendió como algo innovador que podían disfrutar las familias mexicanas para entretenerse. Durante varios meses, la producción de TV Azteca se posicionó como “la más visto de las tardes”, según datos del Rating Nacional MX.
Sin embargo, en los últimos meses, varios de sus integrantes se han visto involucrados en casos de violencia y homicidio. A continuación te haremos un recuento sobre los casos de algunos participantes.
MICHEL RODRÍGUEZ  
Nataly Michel Rodríguez Romero, de 25 años, fue asesinada en mayo de 2019 al interior de su domicilio ubicado en la alcaldía Venustiano Carranza, al oriente de la Ciudad de México.
A pesar de que todavía no se sabe exactamente lo que sucedió aquel día, reportes de la Procuraduría de la Ciudad de México señalan que la joven presentaba un surco en el cuello, lo que indicaría, por la marca y color oscuro del rostro, fue estrangulada.
Otra versión señala que, antes de localizarla sin signos vitales, una discusión al interior de su departamento habría alertado a los vecinos, quienes solicitaron ayuda de cuerpos policiacos.
También se dice que el olor fétido que salía del domicilio de la mujer alertó a los vecinos para pedir apoyo de las autoridades. 

BRIAN DEL PRADO
El pasado 2 de diciembre, Brian quedó muerto al volante de su auto, esto luego de que fuera atacado a balazos por hombres armados en calles de la alcaldía Coyoacán.
De acuerdo con información de El Gráfico, esa noche que ocurrió el homicidio, Brian se encontraba en un bar de nombre “Madeira Roftop”, acompañado de una mujer. Testigos señalan que del Prado sostuvo una discusión con al menos 8 mujeres, por lo que decidió abandonar el lugar.
Posteriormente, decidieron hacer una parada para comprar unas bebidas y tomarlas mientras circulaban por la colonia Campestre Churubusco.
Fue en la esquina de Cerro Chapulín y Cerro de la Estrella donde unos hombres a bordo de una motocicleta interceptaron el auto de Brian y comenzaron a disparar.
Para evitar las balas, la mujer que acompañaba a Brian se tiró al interior del auto. En el lugar se encontraron al menos 10 casquillos.

JONATHAN FUENTES
El joven fue asesinado en diciembre pasado en calles de Tultitlán, Estado de México, cuando viajaba a bordo de una motocicleta y fue baleado.
Los hechos ocurrieron en la calle Juan de Dios Peza, colonia Belem, a un costado del mercado municipal, ahí tres detonaciones le arrebataron la vida.
Hasta el momento se desconoce si el homicidio fue parte de un asalto o un ajuste de cuentas.
El joven acudió como “flechado” de Marian, una de las amorosas del programa.

CHRISTIAN RAÚL “ABOGADO DEL PUEBLO”
A pesar de que no especificaron las causas de su muerte, se sabía que éste participante de “Enamorándonos” había permanecido hospitalizado desde el pasado 26 de abril, luego de ser baleado en calles de Azcapotzalco, Ciudad de México.
Los hechos ocurrieron cuando Christian y otro hombre que también resultó herido, se dirigían a comprar unas bebidas a una tienda de conveniencia.
Según declaraciones de los heridos, alrededor de las 5:30 de la mañana dos hombres los interceptaron y sin mediar palabra los atacaron a balazos.
El hombre de 39 años fue herido con al menos tres disparos, mientras su acompañante solamente recibió un balazo en la pierna.

JUAN PABLO SANTANA  A unos días del estreno de la segunda temporada de “Enamorándonos”, uno de sus integrantes fue baleado en calles de la Alcaldía Coyoacán.
Nos referimos a Juan Pablo Santana, quien fue atacado mientras se encontraba en su automóvil con placas de Morelos.
Alrededor de la 1 de la mañana de este miércoles, el padre del joven alertó a las autoridades para que lo llevaran a  la clínica regional 2 para poder saber el estado de su hijo.
La Fiscalía de Justicia ya indaga lo sucedido, pues con Juan Pablo ya son cinco concursantes de “Enamorándonos” que son agredidos.

"|||https://www.elgrafico.mx/la-roja/asesinados-o-baleados-estos-son-los-casos-de-los-participantes-de-enamorandonos
" 0 % PULSO SOCIAL0 La pandemia por coronavirus ha obligado a miles de personas alrededor de mundo a mantenerse dentro de casa por varias semanas, a fin de evitar nuevos contagios de la enfermedad, pero hay algo a lo que no le hemos prestado mucha atención: la calidad del aire al interior de nuestro hogar.
Para entender la importancia de la calidad del aire en los ambientes interiores, Rodolfo Sosa, investigador del Grupo de Contaminación Ambiental del Centro de Ciencias de la Atmósfera de la UNAM, nos remonta a la década de 1970.
El especialista explicó que en los 70 hubo un incremento en los precios del petróleo y que eso obligó a hacer más eficiente el uso de los recursos energéticos, por lo que una de las medidas que se tomaron fue la de hermetizar los edificios.
En algunos países el invierno es en extremo frío y el verano muy caliente, así que los ambientes interiores se deben calentar o enfriar con sistemas de calefacción, ventilación y aire acondicionado, los cuales funcionan con electricidad generada mediante la combustión de derivados del petróleo.
Esta situación comenzó a afectar a las personas que vivían o trabajaban en edificios, pues comenzaron a sufrir malestares físicos como dolor de cabeza y lagrimeo. ¿La razón? Al hermetizar los edificios se impidió el intercambio del aire con el exterior y los contaminantes se concentraron en el inmueble, o que se conoce como “síndrome del edificio enfermo”.
 
De acuerdo con Sosa Echeverría hay dos elementos fundamentales para que el efecto de los contaminantes en la salud de las personas sea alto, medio o bajo. El primero es la concentración de dichos contaminantes y, el segundo, el tiempo de exposición a ellos.

(Foto de Kelvin Valerio en Pexels)
10 objetos en casa que debes limpiar diario
Calidad de aire en la cuarentena
Antes de la pandemia por Covid-19 muchas personas permanecían en ambientes interiores (casa, oficina, transporte público, auto) al menos tres cuartas partes del día, pero ahora, con la cuarentena, estamos prácticamente las 24 horas del día dentro de casa.
Para Rodolfo Sosa, las medidas para mantener la calidad del aire en ambientes interiores no implica acciones radicales, sino bastante sencillas y que obedecen al sentido común. Aquí en De10.mx las enlistamos:
1. Ventilación adecuada
En las zonas urbanas generalmente se usa gas LP o natural tanto al cocinar como en los calentadores de agua. Las emisiones que generan estos combustibles pueden acumularse y causar problemas de salud, por lo que es bueno mantener ventanas abiertas para que circule el aire.
2. Instrucciones de productos
Sigue al pie de la letra las instrucciones de los productos que usas en el hogar, como limpiadores, desinfectantes, insecticidas y plaguicidas, porque pueden contener sustancias tóxicas.
3. Labores de limpieza
Si vas a barrer, aspirar o sacudir, usa un cubrebocas.
4. No fumar
Si fumamos dentro de casa, de nada servirán las medidas anteriores. No debemos perder de vista que además de afectar la salud del fumador , se afecta la de las personas con quienes se comparte la casa.
Con información de Gaceta UNAM.
TARJETA:

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de De10.mx (@de10mx) el 30 Abr, 2020 a las 10:22 PDT


 "|||https://de10.com.mx/cultura-digital/4-sencillas-recomendaciones-para-mejorar-la-calidad-del-aire-en-tu-casa
" 0 % PULSO SOCIAL0 Este miércoles 27 de mayo, Luis Miguel nos volvió a sorprender, y es que a reapareció en los medios, pero en esta ocasión en un comercial de una marca que está en auge, sí, hablamos de Uber, pues ""El Sol"" ha hecho un anuncio para su rama de entrega de alimentos a domicilio Uber Eats. 
En el comercial se ve a Luismi elegantemente vestido, como sólo él sabe, y diciendo qué es lo que va a cenar, mientras de fondo se escucha un timbre de puerta y aparece una mano que le entrega su pedido... ¡Tienes que verlo!-
Me encantaría ser el repartidor que le lleva su comida a #LuisMiguel
 @LMXLM @UberEats_mex pic.twitter.com/8JdV7bmmnd
— Luismi (@LuismiDishe) May 28, 2020
 
Pero no es la primera vez que Luis Miguel ""presta"" su imagen para una marca. Recordemos que desde que se estrenó el segundo capítulo de la serie biográfica de Luis Miguel vimos el comercial grabado por el cantante para esta marca ficticia. Pero en la vida real, y a pesar de que odiaba actuar, “El Sol” grabó no sólo uno sino tres videos publicitarios para Sabritas.
Vamos por partes. Tal cómo vimos en la serie,  LuisMi se vio obligado a aceptar aparecer en el comercial para encontentar a su padre, quien enfureció al enterarse que su hijo buscaba otro mánager. Para cerrar el trato, Luis Rey le prometió a su hijo conseguirle un dueto con Michael Jackson a cambio de su aparición en un comercial para la marca de papas y la filmación de una tercera película.
Luis Miguel y Luisito Rey, la relación tóxica entre padre e hijo


 
Este sacrificio fue toda una tortura para Luis Miguel, quien detestaba actuar frente a las cámaras. De hecho a lo largo de su exitosa carrera sólo participó en un especial de televisión y dos películas, aunque sus fanáticas se morían por verlo más en pantalla. Incluso canceló la tercera cinta que le había prometido filmar a su padre.
A regañadientes LuisMi filmó el primer comercial, en el que canta frente a un piano para después salir a conocer a sus fanáticos. En la multitud hay una niña que le pide un autógrafo y acto seguido “El Sol” viaja en helicóptero para visitar a su abuelita porque aparentemente le urgía comerse unas papas.
 


 
Cabe destacar que la niña que aparece en este anuncio, es la actriz Edwarda Gurrola, quien participó en telenovelas como Carrusel de Niños y El Abuelo y yo, demás de la serie Soy tu fan. 

(Fotos: Instagram @meawletyran /El Universal)
 
Este no fue el único video promocional de la campaña de Sabritas y LuisMi. En un segundo video, el cantante ofrece un concierto donde todos los asistentes traen una bolsa de papas en las manos y bailan al ritmo de una versión bastante forzada de Isabel.


 
Mientras que en el tercer video, “El sol” tuvo que adaptar la letra de La chica del bikini azul para meter (con calzador) el nombre de la marca.


 
Tenemos que reconocer que LuisMi no es el mejor actor del mundo y era obvia su incomodidad. Pero ¡oh sorpresa! Ya en su etapa adulta, el cantante volvió al set de filmación varias veces para crear nuevos comerciales. Marcas como Fendi, Corona  y Coca-Cola usaron la imagen de esta estrella para promocionar sus productos aunque los resultados son un poco sobreactuados.


"|||https://de10.com.mx/top-10/2018/05/07/el-verdadero-comercial-de-saboritas-que-luis-miguel-no-queria-hacer
"
Durante la conferencia de prensa sobre el reporte diario de Coronavirus en México, la titular del Consejo Nacional de Ciencia y Tecnología (Conacyt),  María Elena Álvarez-Buylla, dijo que ya inició la fabricación de los ventiladores que había prometido previamente para el 15 de mayo.
Afirma que ha sido complicado conseguir las piezas y ello ha pausado la elaboración.
A pregunta de la prensa, sobre la fecha del 15 de mayo, la titular del Conacyt dijo hoy:
“Si ustedes regresan y afortunadamente todo esto se guarda en la memoria, porque todas estas conferencias se graban y ustedes regresan a mi presentación, ustedes podrán ver ahí que yo asenté claramente que la promesa formal era iniciar la fabricación de los ventiladores el 15 de mayo, cosa que ya ocurrió”. 
El 23 de abril pasado, Álvarez-Buylla afirmó en el mismo espacio que para el 15 de mayo, el objetivo era tener 700 piezas, 200 de un modelo y 500 de otro, ensamblados y pocos días después en hospitales. 
 

A continuación la versión estenográfica de su participación el 23 de abril:
MARÍA ELENA ÁLVAREZ-BUYLLA: Estamos pensando que estos equipos se terminen de construir el 15 de mayo, y ya estamos preparando una logística en colaboración con un centro de mando único que tiene el gobierno federal para organizar este tipo de logísticas para poder instalar y también capacitar a los médicos que los van a usar cuanto antes.
Esperemos que todo el proceso de ensamblaje vaya bien, yo confío en que sí, hasta ahora ha sido un proceso muy riguroso de investigación y de desarrollo tecnológico.
INTERLOCUTORA: (inaudible)
MARÍA ELENA ÁLVAREZ-BUYLLA: La idea es sí, que estén completamente ensamblados para el 15 de mayo, y en pocos días instalados en los hospitales, de acuerdo con instrucciones de la Secretaría de Salud, esa es la meta y lo vamos a lograr.
HUGO LÓPEZ-GATELL RAMÍREZ: Gracias, doctora Álvarez-Buylla
rmlgv/nv
"|INICIO // Nación // ¿Qué pasó con los ventiladores que prometió Álvarez-Buylla del Conacyt?|¿Qué pasó con los ventiladores que prometió Álvarez-Buylla del Conacyt? |https://www.eluniversal.com.mx/nacion/que-paso-con-los-ventiladores-que-prometio-alvarez-buylla-del-conacyt
"
Su nombre completo fue Carlos César Sánchez Hernández, mejor conocido como Charlie Monttaña, uno de los pilares del rock urbano más reconocidos de México. 
Nació en 1961 y creció en la colonia Guerrero. Su primera banda, la formó a los 21 años, llamada ""Perro muerto"". 
Luego de más de 10 años como integrante de diferentes bandas como Vago y Mara, decidió volverse solista y consolidar su carrera; algunos de sus temas más conocidos son ""Vaquero rockanrolero"", ""De que el amor apesta"" y ""Tu mamá no me quiere"". 

También lee: Charlie Monttana “Una muerte inesperada”, Chava Rock

En 1996 lanzó su primer disco titulado ""Pares y duetos"" y durante su carrera artística colaboró con otros músicos como Alex Lora, Jessy Bulbo y El Haragán y compañía. Fue encargado de cerrar la edición número XV del Vive Latino, en el año 2014. 
Fue conocido por mantener su esencia como rockero de pantalones de cuero y estilo desenfadado, además, durante su vida se caracterizó por llevar una vida de excesos, entre drogas, alcohol y fiestas, hasta que conoció a su esposa, la bailarina Cherrie Monttana.

 

Para que no te agarren de bajada porque no sabes qué cantaba Charlie Monttana, aquí te dejamos una lista de sus éxitos https://t.co/jrVDJpl6fP pic.twitter.com/6BirAFonwm
 — Univ_Espectaculos (@Univ_espect) May 29, 2020

En 2017 participó en la película ""Loco Fin De Semana"", donde usaron su tema más emblemático ""Vaquero rockanrolero"", nombre con el que también era reconocido.

También lee: Fallece Charlie Monttana, el Vaquero rockanrolero

Recientemente se estrenó ""Soy yo Charlie Monttana"" un documental que explora su vida cotidiana y sus ideologías dirigido por Ernesto Manuel Méndez Alvarado. Se expuso en el festival de cine de la UNAM el siete de marzo del 2020.
Monttana, también conocido como ""El novio de México"", falleció hoy debido a un infarto a los 58 años de edad y la noticia la dio a conocer su esposa a través de su cuenta de Facebook. 

al
 
"|"INICIO // Espectáculos // Música // Monttana, un vaquero que ""lazó"" desde joven al rock"|"Monttana, un vaquero que ""lazó"" desde joven al rock"|https://www.eluniversal.com.mx/espectaculos/musica/monttana-un-vaquero-que-lazo-desde-joven-al-rock
"
El Trastorno de Ansiedad Generalizada (TAG) es una de las principales afecciones mentales que afecta a 6.8 millones de estadounidenses, cerca del 3.1 por ciento de su población, según estimaciones de la Asociación Americana de Ansiedad y Depresión (ADAA por sus siglas en inglés). 

De forma independiente a la ansiedad y preocupación que las personas suelen experimentar en situaciones críticas, como la que estamos viviendo con la pandemia por coronavirus, los pacientes de TAG trasladan estas sensaciones a un punto más elevado hasta ver su vida diaria bloqueada. 

Las personas con ansiedad generalizada tienen dificultades para controlar cuánto y sobre qué se preocupan a diario, ya sea sobre las finanzas, la salud, interacciones sociales, entre otras cosas. 

Visita 






¿Cómo reducir la ansiedad y estrés por COVID-19, según Harvard? 


John Sharp, de la Universidad de Harvard, sugiere seguir estas acciones 




¿Cómo identificar los síntomas de ansiedad generalizada?

De acuerdo con la ADAA, la preocupación excesiva por la vida debe estar presente en una persona al menos durante seis meses para ser diagnosticada con TAG. 

Los síntomas psicológicos y físicos principales son: 


Incapacidad para controlar la ansiedad y preocupaciones diarias. 

Miedo o sensación de nerviosismo. 

Preocupación y obsesión persistente fuera de proporción. 

Irritabilidad. 

Fatiga excesiva. 

Dificultad de concentración. 

Tensión muscular. 

Irritabilidad. 

Dificultades para conciliar el sueño, insomnio o sueño inquieto y no satisfactorio. 


¿Qué causa el trastorno de ansiedad generalizada?

Según los especialistas en TAG, existe una serie de posibles causas genéticas, sociales, biológicas y ambientales que influyen en el desarrollo de la ansiedad generalizada. Estas son: 


La genética. 

Trastornos emocionales, como depresión, estrés postraumático y pánico. 

Estrés. 

Condiciones físicas: diabetes y otras comorbilidades como la depresión. 

Factores ambientales, como abuso infantil y violencia. 

Abuso de sustancias. 


Tratamiento

Más allá de las terapias cognitivas sugeridas para el TAG y medicamentos controlados, los especialistas sugieren otras vías para sobrellevar la afección mental. 

Estas incluyen técnicas de relajación muscular como la meditación, una dieta saludable, baja en carbohidratos simples, contenidos en pan blanco, comida frita, grasas, alimentos procesados, alcohol y cafeína; rutinas de ejercicio que incluyan 150 minutos de caminata distribuidas en cinco o más sesiones por semana.

Lee 






En medio de la pandemia, surgen los ""coronasueños""


""Durante la pandemia, las personas están experimentando ansiedad, desesperación, depresión... Y los sueños son un reflejo de nuestras vidas despiertas"", dice experta 




 
"|||https://www.viveusa.mx/bienestar/como-identificar-los-sintomas-del-trastorno-de-ansiedad-generalizada
"
Madrid.- La Audiencia Nacional de España decidió autorizar la extradición a México del presidente de Altos Hornos de México S.A. (AHMSA), Alonso Ancira.
En el auto judicial fechado el 27 de mayo, la presidenta del tribunal de la Audiencia Nacional encargada de evaluar la extradición de Ancira, María Riera Ocariz, notificó al Ministerio fiscal y a las partes que procede la entrega del empresario a las autoridades mexicanas por los delitos de fraude y corrupción que se le imputan, señalaron a EL UNIVERSAL fuentes cercanas al caso.
A pesar de que la defensa del empresario mexicano había argumentado que los presuntos delitos habían prescrito y que su cliente era un perseguido político, los jueces españoles estimaron que Ancira debe ser extraditado a México.
La defensa del empresario mexicano puede recurrir ante la Audiencia Nacional, pero en el caso de que el fallo se confirme, que es lo más probable, será el gobierno español a través del Consejo de Ministros el que apruebe finalmente la entrega de Ancira a las autoridades mexicanas.
Ancira, quien se autodefinió como perseguido político y un ""daño colateral"" de la persecución contra la anterior administración de Enrique Peña Nieto, se encuentra en libertad bajo fianza y con la prohibición de abandonar territorio español.
La policía española capturó a Ancira a finales de mayo de 2019 en el aeropuerto de Palma de Mallorca, en cumplimiento de la orden de aprehensión internacional que giró el gobierno de México por supuestos delitos de fraude y corrupción.
agv/ed
"|INICIO // Mundo // Autorizan extradición de Alonso Ancira, presidente de Altos Hornos de México|Autorizan extradición de Alonso Ancira, presidente de Altos Hornos de México|https://www.eluniversal.com.mx/mundo/autorizan-extradicion-mexico-de-alonso-ancira-presidente-de-altos-hornos
